From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
1UFY	Q84FH6	reviewed	AROH_THETH	Chorismate mutase AroH (EC 5.4.99.5)	aroH aroG	Thermus thermophilus	122
2WBF	Q9TY95	reviewed	SERA5_PLAF7	Serine-repeat antigen protein 5 (EC 3.4.22.-) (111 kDa antigen) (Serine protease SERA5) (p126) [Cleaved into: p47 (SER36); p56; p50; p18; p25n; p25c]	SERA5 PFB0340c	Plasmodium falciparum (isolate 3D7)	997
1WMA	P16152	reviewed	CBR1_HUMAN	Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)	CBR1 CBR CRN SDR21C1	Homo sapiens (Human)	277
2IMR	Q9RW45	reviewed	MQNX_DEIRA	Aminodeoxyfutalosine deaminase (AFL deaminase) (Aminofutalosine deaminase) (EC 3.5.4.40)	DR_0824	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1)	418
4L9H	Q9Y3I1	reviewed	FBX7_HUMAN	F-box only protein 7	FBXO7 FBX7	Homo sapiens (Human)	522
4CIT	G0LAH5	unreviewed	G0LAH5_ZOBGA	Vanadium-dependent haloperoxidase (EC 1.11.1.-)	zobellia_1262	Zobellia galactanivorans (strain DSM 12802 / CCUG 47099 / CIP 106680 / NCIMB 13871 / Dsij)	450
3ATS	P9WI99	reviewed	Y3168_MYCTU	Putative aminoglycoside phosphotransferase (EC 2.7.1.-) (Putative aminoglycoside antibiotics resistance enzyme)	Rv3168	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	378
6FVI	Q8TEP8	reviewed	CE192_HUMAN	Centrosomal protein of 192 kDa (Cep192) (Cep192/SPD-2)	CEP192 KIAA1569 PP8407	Homo sapiens (Human)	2537
2I24	Q8AXH5	unreviewed	Q8AXH5_GINCI	Novel antigen receptor		Ginglymostoma cirratum (Nurse shark) (Squalus cirratus)	112
1USE	P50552	reviewed	VASP_HUMAN	Vasodilator-stimulated phosphoprotein (VASP)	VASP	Homo sapiens (Human)	380
6GV5	Q5HPA2	reviewed	EBH_STAEQ	Extracellular matrix-binding protein ebh (ECM-binding protein homolog)	ebh SERP1011	Staphylococcus epidermidis (strain ATCC 35984 / RP62A)	9439
3QPA	P00590	reviewed	CUTI1_FUSVN	Cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	CUT1 CUTA	Fusarium vanettenii (Neocosmospora pisi)	230
3AL2	Q92547	reviewed	TOPB1_HUMAN	DNA topoisomerase 2-binding protein 1 (DNA topoisomerase II-beta-binding protein 1) (TopBP1) (DNA topoisomerase II-binding protein 1)	TOPBP1 KIAA0259	Homo sapiens (Human)	1522
3K3V	P32909	reviewed	SMY2_YEAST	Protein SMY2 (Suppressor of MYO2-66 protein)	SMY2 YBR172C YBR1233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	740
4JQF	Q9H668	reviewed	STN1_HUMAN	CST complex subunit STN1 (Oligonucleotide/oligosaccharide-binding fold-containing protein 1) (Suppressor of cdc thirteen homolog)	STN1 OBFC1	Homo sapiens (Human)	368
4F2E	A0A0H2ZPL4	unreviewed	A0A0H2ZPL4_STRP2	EfeO-type cupredoxin-like domain-containing protein	SPD_0634	Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)	123
4QQ0	O84671	unreviewed	O84671_CHLTR	Adenylate cyclase-like protein	CT_664	Chlamydia trachomatis (strain D/UW-3/Cx)	829
2YMV	A0R2V4	unreviewed	A0R2V4_MYCS2	NAD(P)H nitroreductase acg	MSMEG_5246	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	329
6MPT	Q7WY78	reviewed	TAGT_BACSU	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT (EC 2.7.8.-)	tagT ywtF BSU35840	Bacillus subtilis (strain 168)	322
4OBM	B0MNI4	unreviewed	B0MNI4_9FIRM	Cell envelope-related transcriptional attenuator domain-containing protein	EUBSIR_01389	[Eubacterium] siraeum DSM 15702	281
2O9S	Q9BX66	reviewed	SRBS1_HUMAN	Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP)	SORBS1 KIAA0894 KIAA1296 SH3D5	Homo sapiens (Human)	1292
1EI9	P45478	reviewed	PPT1_BOVIN	Palmitoyl-protein thioesterase 1 (PPT-1) (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	PPT1 CLN1 PPT	Bos taurus (Bovine)	306
4OVY	D5SUM3	unreviewed	D5SUM3_PLAL2	Haloacid dehalogenase domain protein hydrolase	Plim_1241	Planctopirus limnophila (strain ATCC 43296 / DSM 3776 / IFAM 1008 / Mu 290) (Planctomyces limnophilus)	333
6JGJ	P42212	reviewed	GFP_AEQVI	Green fluorescent protein	GFP	Aequorea victoria (Water jellyfish) (Mesonema victoria)	238
4HZ4	B4XH91	unreviewed	B4XH91_ACTPL	Glutathione-S-transferase	gst	Actinobacillus pleuropneumoniae (Haemophilus pleuropneumoniae)	208
1O50	Q9X033	unreviewed	Q9X033_THEMA	CBS domain-containing protein	TM_0935	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	145
1NG6	P54464	reviewed	YQEY_BACSU	Uncharacterized protein YqeY	yqeY BSU25400	Bacillus subtilis (strain 168)	148
2O0A	Q12045	reviewed	VIK1_YEAST	Spindle pole body-associated protein VIK1 (Vegetative interaction with KAR3 protein 1)	VIK1 YPL253C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	647
5LW3	Q9ZFH0	reviewed	ALGE6_AZOVI	Mannuronan C5-epimerase AlgE6 (EC 5.1.3.37) (Poly(beta-D-mannuronate) C5 epimerase 6)	algE6	Azotobacter vinelandii	874
5AKR	P25006	reviewed	NIR_ACHCY	Copper-containing nitrite reductase (EC 1.7.2.1) (Cu-NIR)	nirK	Achromobacter cycloclastes	378
3GPI	Q1GZM5	unreviewed	Q1GZM5_METFK	NAD-dependent epimerase/dehydratase	Mfla_2045	Methylobacillus flagellatus (strain KT / ATCC 51484 / DSM 6875)	277
1BOO	P11409	reviewed	MTP2_PROHU	Type II methyltransferase M.PvuII (M.PvuII) (EC 2.1.1.113) (Modification methylase PvuII) (N-4 cytosine-specific methyltransferase PvuII)	pvuIIM	Proteus hauseri	336
4PKM	A7IZR5	unreviewed	A7IZR5_BACTU	Cry51Aa1	cry51Aa1	Bacillus thuringiensis	309
1UXO	P96671	reviewed	YDEN_BACSU	Putative hydrolase YdeN (EC 3.-.-.-)	ydeN BSU05260	Bacillus subtilis (strain 168)	190
5LY5	Q8ZVH7	unreviewed	Q8ZVH7_PYRAE	Arcadin 1 domain-containing protein	PAE2275	Pyrobaculum aerophilum (strain ATCC 51768 / DSM 7523 / JCM 9630 / CIP 104966 / NBRC 100827 / IM2)	113
3BOD	Q9CS84	reviewed	NRX1A_MOUSE	Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha)	Nrxn1 Kiaa0578	Mus musculus (Mouse)	1514
6ITA	O00481	reviewed	BT3A1_HUMAN	Butyrophilin subfamily 3 member A1 (CD antigen CD277)	BTN3A1 BTF5	Homo sapiens (Human)	513
4IFA	A0A348A8R7	unreviewed	A0A348A8R7_BACAN	Uncharacterized protein	GBAA_4147	Bacillus anthracis	344
6QV5	B9T8Q5	unreviewed	B9T8Q5_RICCO	CHAD domain-containing protein	RCOM_0386350	Ricinus communis (Castor bean)	301
3LWA	Q8NT71	unreviewed	Q8NT71_CORGL	Thiol-disulfide isomerase and thioredoxins	Cgl0439	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	207
1RA0	P25524	reviewed	CODA_ECOLI	Cytosine deaminase (CD) (CDA) (CDase) (EC 3.5.4.1) (Cytosine aminohydrolase) (Isoguanine deaminase) (EC 3.5.4.-)	codA b0337 JW0328	Escherichia coli (strain K12)	427
1GMX	P0A6V5	reviewed	GLPE_ECOLI	Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	glpE b3425 JW3388	Escherichia coli (strain K12)	108
2OB5	A9CIE0	unreviewed	A9CIE0_AGRFC	D-ribose pyranase (EC 5.4.99.62)	Atu2016	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	149
2RH3	P07166	reviewed	VIRC2_AGRFC	Protein virC2	virC2 Atu6179 AGR_pTi_16	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	202
3QAO	Q8Y9K1	unreviewed	Q8Y9K1_LISMO	Lmo0526 protein	lmo0526	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	246
3DSO	Q58AD3	reviewed	COPK_CUPMC	Copper resistance protein K	copK Rmet_6108	Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans)	94
2FB0	Q8A7U6	unreviewed	Q8A7U6_BACTN	ABM domain-containing protein	BT_1428	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	91
1Z70	Q8NBK3	reviewed	SUMF1_HUMAN	Formylglycine-generating enzyme (FGE) (EC 1.8.3.7) (C-alpha-formylglycine-generating enzyme 1) (Sulfatase-modifying factor 1)	SUMF1 PSEC0152 UNQ3037/PRO9852	Homo sapiens (Human)	374
2W15	P83512	reviewed	VM1B1_BOTAS	Snake venom metalloproteinase BaP1 (SVMP) (EC 3.4.24.-) (Hemorrhagic metalloproteinase BaP1) (Bap-1)		Bothrops asper (Terciopelo)	408
3SD6	P63316	reviewed	TNNC1_HUMAN	Troponin C, slow skeletal and cardiac muscles (TN-C)	TNNC1 TNNC	Homo sapiens (Human)	161
2PXX	P0DPD7	reviewed	EFMT4_HUMAN	EEF1A lysine methyltransferase 4 (EC 2.1.1.-)	EEF1AKMT4	Homo sapiens (Human)	255
5B8D	Q9UBN7	reviewed	HDAC6_HUMAN	Histone deacetylase 6 (HD6) (EC 3.5.1.98) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)	HDAC6 KIAA0901 JM21	Homo sapiens (Human)	1215
3SHS	Q7Y442	unreviewed	Q7Y442_BPRB4	Hoc head outer capsid protein	hoc	Escherichia phage RB49 (Bacteriophage RB49)	404
5EJ0	P07240	reviewed	PG108_VACCW	Envelope protein OPG108 (Ag35) (Virion envelope protein p35)	OPG108 VACWR101 H3L	Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR))	324
6BM5	P13009	reviewed	METH_ECOLI	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Methionine synthase, vitamin-B12-dependent) (MS)	metH b4019 JW3979	Escherichia coli (strain K12)	1227
1N7V	P27378	reviewed	P2_BPPRD	Adsorption protein P2 (Protein P2)	II	Enterobacteria phage PRD1 (Bacteriophage PRD1)	591
3NI8	Q689C4	unreviewed	Q689C4_PLAFA	PFC0360w protein	PFC0360w	Plasmodium falciparum (malaria parasite P. falciparum)	140
4PP4	P03134	reviewed	NS1_MUMIP	Initiator protein NS1 (NS1) (EC 3.1.21.-) (EC 3.6.4.12) (NCVP1) (Non-capsid protein NS-1) (Non-structural protein NS1)	NS1	Murine minute virus (strain MVM prototype) (MVM) (Murine minute virus (strain MVM(p)))	672
3UEN	Q92547	reviewed	TOPB1_HUMAN	DNA topoisomerase 2-binding protein 1 (DNA topoisomerase II-beta-binding protein 1) (TopBP1) (DNA topoisomerase II-binding protein 1)	TOPBP1 KIAA0259	Homo sapiens (Human)	1522
1HQ0	Q47106	unreviewed	Q47106_ECOLX	Cytotoxic necrotizing factor 1	cnf1	Escherichia coli	1014
4XP7	Q9NX74	reviewed	DUS2L_HUMAN	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like (EC 1.3.1.91) (Dihydrouridine synthase 2) (Up-regulated in lung cancer protein 8) (URLC8) (tRNA-dihydrouridine synthase 2-like) (hDUS2)	DUS2 DUS2L	Homo sapiens (Human)	493
6E60	A7LY27	unreviewed	A7LY27_BACO1	SusD/RagB family nutrient-binding outer membrane lipoprotein	BACOVA_02743	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153)	558
4JG5	A6LHQ6	reviewed	FIM1C_PARD8	Putative fimbrium tip subunit Fim1C	BDI_3519	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	375
3NRS	Q8D0U0	unreviewed	Q8D0U0_YERPE	Dihydrofolate synthase/folylpolyglutamate synthase	folC y1602 YP_2395	Yersinia pestis	460
2WXY	P11859	reviewed	ANGT_MOUSE	Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4]	Agt Serpina8	Mus musculus (Mouse)	477
1K7C	Q00017	reviewed	RHA1_ASPAC	Rhamnogalacturonan acetylesterase (RGAE) (EC 3.1.1.86)	rha1	Aspergillus aculeatus	250
4A6D	P46597	reviewed	ASMT_HUMAN	Acetylserotonin O-methyltransferase (EC 2.1.1.4) (Hydroxyindole O-methyltransferase) (HIOMT)	ASMT	Homo sapiens (Human)	345
2C2U	Q9RS64	reviewed	DPS1_DEIRA	DNA protection during starvation protein 1 (EC 1.16.-.-)	dps1 dps-1 DR_2263	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1)	207
3N90	O22160	reviewed	TL15A_ARATH	Thylakoid lumenal 15 kDa protein 1, chloroplastic (p15)	At2g44920 T13E15.7	Arabidopsis thaliana (Mouse-ear cress)	224
1RL6	P02391	reviewed	RL6_GEOSE	Large ribosomal subunit protein uL6 (50S ribosomal protein L6) (BL10)	rplF	Geobacillus stearothermophilus (Bacillus stearothermophilus)	178
6B2V	E5FNE5	unreviewed	E5FNE5_SORCE	SorB	sorB	Sorangium cellulosum (Polyangium cellulosum)	4956
3S64	Q0MRQ4	unreviewed	Q0MRQ4_ANCCA	Saposin-like protein 1	SLP1	Ancylostoma caninum (Dog hookworm)	104
5NW3	P24297	reviewed	RUBR_PYRFU	Rubredoxin (Rd)	rub PF1282	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	54
6CBU	P07311	reviewed	ACYP1_HUMAN	Acylphosphatase-1 (EC 3.6.1.7) (Acylphosphatase, erythrocyte isozyme) (Acylphosphatase, organ-common type isozyme) (Acylphosphate phosphohydrolase 1)	ACYP1 ACYPE	Homo sapiens (Human)	99
2WDS	O86785	reviewed	ACPS_STRCO	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS SCO4744 SC6G4.22c	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	123
1PZ4	Q86PR3	unreviewed	Q86PR3_AEDAE	Sterol carrier protein 2	SCP-2 110681488	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	110
4FX5	C7QHQ7	unreviewed	C7QHQ7_CATAD	von Willebrand factor type A	Caci_2163	Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908)	440
5XYR	Q3HV58	unreviewed	Q3HV58_STRPY	C5a peptidase (EC 3.4.21.110) (SCP)	scpC	Streptococcus pyogenes	1647
1B9W	Q25659	unreviewed	Q25659_9APIC	Merozoite surface protein 1 (Merozoite surface antigens) (PMMSA)	MSP1	Plasmodium cynomolgi	379
4R4X	A0A090KI56	unreviewed	A0A090KI56_ELIME	N-glycanase peptide	PNGase F-II	Elizabethkingia meningoseptica (Chryseobacterium meningosepticum)	567
5MDU	Q9UTE3	reviewed	SEB1_SCHPO	Rpb7-binding protein seb1	seb1 SPAC222.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	620
2D48	P05112	reviewed	IL4_HUMAN	Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (BSF-1) (Binetrakin) (Lymphocyte stimulatory factor 1) (Pitrakinra)	IL4	Homo sapiens (Human)	153
1H4A	P07320	reviewed	CRGD_HUMAN	Gamma-crystallin D (Gamma-D-crystallin) (Gamma-crystallin 4)	CRYGD CRYG4	Homo sapiens (Human)	174
4XDU	O83774	reviewed	APBE_TREPA	FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase)	apbE TP_0796	Treponema pallidum (strain Nichols)	362
2NSA	Q9WZF8	reviewed	TIG_THEMA	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	tig TM_0694	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	425
1QHD	P04509	reviewed	VP6_ROTRF	Intermediate capsid protein VP6		Rotavirus A (strain RVA/Cow/France/RF/1975/G6P6[1]) (RV-A)	397
5CD2	Q5DZ44	unreviewed	Q5DZ44_ALIF1	cellulase (EC 3.2.1.4)	bcsZ VF_A0882	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	392
4ZB3	Q9SU14	reviewed	NUDT7_ARATH	Nudix hydrolase 7 (AtNUDT7) (EC 3.6.1.-) (ADP-ribose pyrophosphatase) (EC 3.6.1.13) (NADH pyrophosphatase) (EC 3.6.1.22) (Protein GROWTH FACTOR GENE 1)	NUDT7 GFG1 NUDX7 At4g12720 T20K18.70	Arabidopsis thaliana (Mouse-ear cress)	282
3CKJ	Q73WU1	reviewed	GPGS_MYCPA	Glucosyl-3-phosphoglycerate synthase (GpgS) (EC 2.4.1.266)	MAP_2569c	Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10) (Mycobacterium paratuberculosis)	329
3ZSU	Q8DHA2	reviewed	PSBQ_THEVB	CyanoQ (Photosystem II lipoprotein PsbQ)	psbQ tll2057	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	152
3KQ5	Q83DY0	unreviewed	Q83DY0_COXBU	Hypothetical cytosolic protein	CBU_0560	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	410
4YU8	P41271	reviewed	NBL1_HUMAN	Neuroblastoma suppressor of tumorigenicity 1 (DAN domain family member 1) (Protein N03) (Zinc finger protein DAN)	NBL1 DAN DAND1	Homo sapiens (Human)	181
6H48	A0A2S6DEV9	unreviewed	A0A2S6DEV9_STAAU	XRE family transcriptional regulator	C7P97_01360	Staphylococcus aureus	261
3BOE	Q50EL4	unreviewed	Q50EL4_THAWE	Cadmium-specific carbonic anhydrase	cdca1	Thalassiosira weissflogii (Marine diatom)	616
4D6V	J9W3X8	unreviewed	J9W3X8_CRYNH	Guanine nucleotide-binding protein subunit beta-like protein	CNAG_05465	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Filobasidiella neoformans var. grubii)	314
4FK9	G2NHM6	unreviewed	G2NHM6_STREK	Endoglucanase (EC 3.2.1.4)	SACTE_2347	Streptomyces sp. (strain SirexAA-E / ActE)	562
2QGU	Q8XV73	unreviewed	Q8XV73_RALN1	Probable signal peptide protein	RSc2958	Ralstonia nicotianae (strain GMI1000) (Ralstonia solanacearum)	211
5AH1	A5I055	unreviewed	A5I055_CLOBH	Secreted lipase	lipA CBO0863	Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A)	480
1CR1	P03692	reviewed	HELIC_BPT7	DNA helicase/primase (EC 2.7.7.-) (EC 3.6.4.12) (Gene product 4) (Gp4)	4	Escherichia phage T7 (Bacteriophage T7)	566
2IZR	Q9Y6M4	reviewed	KC1G3_HUMAN	Casein kinase I isoform gamma-3 (CKI-gamma 3) (EC 2.7.11.1)	CSNK1G3	Homo sapiens (Human)	447
2V7F	Q9V0G8	reviewed	RS19E_PYRAB	Small ribosomal subunit protein eS19 (30S ribosomal protein S19e)	rps19e PYRAB08210 PAB1813	Pyrococcus abyssi (strain GE5 / Orsay)	150
4KEF	Q03048	reviewed	COFI_YEAST	Cofilin (Actin-depolymerizing factor 1)	COF1 YLL050C L0596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143
4N02	B2ILS5	reviewed	IDI2_STRPS	Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2)	fni SPCG_0379	Streptococcus pneumoniae (strain CGSP14)	336
5TIF	P0ADA1	reviewed	TESA_ECOLI	Thioesterase 1/protease 1/lysophospholipase L1 (TAP) (Acyl-CoA thioesterase 1) (TESA) (EC 3.1.2.2) (Acyl-CoA thioesterase I) (Arylesterase) (EC 3.1.1.2) (Lysophospholipase L1) (EC 3.1.1.5) (Oleoyl-[acyl-carrier-protein] hydrolase) (EC 3.1.2.14) (Phospholipid degradation C) (Pldc) (Protease 1) (EC 3.4.21.-) (Protease I) (Thioesterase I/protease I) (TEP-I)	tesA apeA pldC b0494 JW0483	Escherichia coli (strain K12)	208
2HLY	A9CI22	unreviewed	A9CI22_AGRFC	DUF2026 domain-containing protein	Atu2299	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	202
3DJL	P33224	reviewed	AIDB_ECOLI	Putative acyl-CoA dehydrogenase AidB (EC 1.3.99.-)	aidB b4187 JW5867	Escherichia coli (strain K12)	541
3A0S	Q9X180	unreviewed	Q9X180_THEMA	histidine kinase (EC 2.7.13.3)	TM_1359	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	755
2P25	Q832L2	unreviewed	Q832L2_ENTFA	Glyoxylase family protein	EF_2214	Enterococcus faecalis (strain ATCC 700802 / V583)	126
3LLO	Q9EPH0	reviewed	S26A5_RAT	Prestin (Solute carrier family 26 member 5)	Slc26a5 Pres	Rattus norvegicus (Rat)	744
3THI	P45741	reviewed	THI1_PANTH	Thiaminase-1 (EC 2.5.1.2) (Thiaminase I) (Thiamine pyridinylase)		Paenibacillus thiaminolyticus (Bacillus thiaminolyticus)	409
1W8I	O28590	reviewed	Y1683_ARCFU	VapC ribonuclease AF_1683 (RNase AF_1683) (EC 3.1.-.-) (Putative toxin AF_1683)	AF_1683	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	156
1XKR	Q9X006	reviewed	CHEC_THEMA	CheY-P phosphatase CheC (EC 3.-.-.-)	cheC TM_0904	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	205
4GPS	Q6CPU0	reviewed	DXO1_KLULA	Decapping and exoribonuclease protein 1 (KlDxo1) (EC 3.6.1.-) (5'-3' exoribonuclease Dxo1) (EC 3.1.13.-) (NAD-capped RNA hydrolase Dxo1) (DeNADding enzyme Dxo1) (EC 3.6.1.-)	DXO1 KLLA0E02245g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	403
2PET	P50895	reviewed	BCAM_HUMAN	Basal cell adhesion molecule (Auberger B antigen) (B-CAM cell surface glycoprotein) (F8/G253 antigen) (Lutheran antigen) (Lutheran blood group glycoprotein) (CD antigen CD239)	BCAM LU MSK19	Homo sapiens (Human)	628
2E8E	O67503	unreviewed	O67503_AQUAE	OsmC family peroxiredoxin	aq_1549	Aquifex aeolicus (strain VF5)	132
3A57	P19250	reviewed	HLY2_VIBPA	Thermostable direct hemolysin 2 (Kanagawa phenomenon-associated hemolysin)	tdh2 tdh trh VPA1314	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	189
3GHA	O32218	reviewed	BDBD_BACSU	Disulfide bond formation protein D (Disulfide oxidoreductase D) (Thiol-disulfide oxidoreductase D)	bdbD yvgV BSU33480	Bacillus subtilis (strain 168)	222
3GZI	A3QIY5	unreviewed	A3QIY5_SHELP	Transcriptional regulator, TetR family	Shew_3567	Shewanella loihica (strain ATCC BAA-1088 / PV-4)	217
5XEF	Q81FF1	unreviewed	Q81FF1_BACCR	Flagellar protein fliS	BC_1639	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	122
5Z99	Q7VL18	unreviewed	Q7VL18_HAEDU	ABC transporter periplasmic binding protein	HD_1669	Haemophilus ducreyi (strain 35000HP / ATCC 700724)	525
4BQH	Q386Q8	unreviewed	Q386Q8_TRYB2	UDP-N-acetylglucosamine pyrophosphorylase, putative (EC 2.7.7.23)	Tb11.02.0120	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	545
5MR1	Q8WWN9	reviewed	ICEF1_HUMAN	Interactor protein for cytohesin exchange factors 1 (Phosphoinositide-binding protein PIP3-E)	IPCEF1 KIAA0403	Homo sapiens (Human)	437
6RI6	I1VE66	unreviewed	I1VE66_9APHY	Laccase 2 (EC 1.10.3.2)		Steccherinum murashkinskyi	546
3N6T	P94678	reviewed	TSAR_COMTE	HTH-type transcriptional regulator TsaR	tsaR	Comamonas testosteroni (Pseudomonas testosteroni)	298
4B5O	Q5SQI0	reviewed	ATAT_HUMAN	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT) (Alpha-TAT1) (TAT) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog)	ATAT1 C6orf134 MEC17 Nbla00487	Homo sapiens (Human)	421
4QTC	Q8TF76	reviewed	HASP_HUMAN	Serine/threonine-protein kinase haspin (EC 2.7.11.1) (Germ cell-specific gene 2 protein) (H-haspin) (Haploid germ cell-specific nuclear protein kinase)	HASPIN GSG2	Homo sapiens (Human)	798
4M2M	G9MBV4	unreviewed	G9MBV4_STRLA	Aminotransferase (Capreomycidine synthase (EC 4.3.2.-))	vioD SLAV_37385	Streptomyces lavendulae subsp. lavendulae	386
5KRT	P12497	reviewed	POL_HV1N5	Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]	gag-pol	Human immunodeficiency virus type 1 group M subtype B (isolate NY5) (HIV-1)	1435
