Uniprot_ID,PDB_ID,Species,Tax_ID,Type,Expression,Tissue_Expressed
O43707,1ydi-B,HOMO SAPIENS,9606.0,soluble,269.4,endometrium
Q49434,1ydx-A,MYCOPLASMA GENITALIUM,2097.0,,,
P09394,1ydy-A,ESCHERICHIA COLI,562.0,,,
O67322,1ye8-A,AQUIFEX AEOLICUS,63363.0,,,
Q57594,1yf2-A,METHANOCALDOCOCCUS JANNASCHII,243232.0,,,
P04392,1yf3-A,ENTEROBACTERIA PHAGE T4,10665.0,,,
P26449,1yfq-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P54958,1yg9-A,BLATTELLA GERMANICA,6973.0,,,
Q94524,1ygt-A,DROSOPHILA MELANOGASTER,7227.0,,,
None,1yht-A,,,,,
P14925,1yi9-A,RATTUS NORVEGICUS,10116.0,,,
P37346,1yix-A,ESCHERICHIA COLI,83333.0,,,
Q8VQD3,1yj7-A,ESCHERICHIA COLI,562.0,,,
P64819,1yk3-A,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
P80357,1yle-A,PSEUDOMONAS AERUGINOSA,287.0,,,
Q9HU79,1yll-D,PSEUDOMONAS AERUGINOSA,208964.0,,,
Q83K87,1ylo-D,SHIGELLA FLEXNERI 2A STR. 2457T,198215.0,,,
O29641,1ylq-A,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
None,1ylx-A,,,,,
None,1ym0-B,,,,,
P33242,1ymt-A,MUS MUSCULUS,10090.0,,,
Q99QS1,1yn3-A,STAPHYLOCOCCUS AUREUS,1280.0,,,
O28840,1ynb-B,ARCHAEOGLOBUS FULGIDUS,224325.0,,,
P76216,1ynf-A,ESCHERICHIA COLI,562.0,,,
Q9KE47,1ynp-B,BACILLUS HALODURANS,272558.0,,,
Q9I2R0,1yoc-A,PSEUDOMONAS AERUGINOSA,208964.0,,,
None,1yod-A,,,,,
O29321,1yoz-B,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
P07612,1ypy-A,VACCINIA VIRUS,10245.0,,,
P22536,1yq5-B,ENTEROBACTERIA PHAGE PRD1,10658.0,,,
Q81IG4,1yqh-A,BACILLUS CEREUS ATCC 14579,226900.0,,,
P15555,1yqs-A,STREPTOMYCES SP.,31952.0,,,
Q8U306,1yqt-A,PYROCOCCUS FURIOSUS,2261.0,,,
None,1yrb-A,,,,,
None,1yre-A,,,,,
Q05655,1yrk-A,HOMO SAPIENS,9606.0,soluble,90.3,bone marrow
P15300,1yrr-A,ESCHERICHIA COLI,562.0,,,
P15318,1yrt-A,BORDETELLA PERTUSSIS,520.0,,,
P22088,1ys1-X,BURKHOLDERIA CEPACIA,292.0,,,
P09155,1yt3-A,ESCHERICHIA COLI,562.0,,,
Q9X255,1yt5-B,THERMOTOGA MARITIMA,2336.0,,,
O30273,1ytl-C,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
Q775D6,1yu0-A,BORDETELLA PHAGE BPP-1,194699.0,,,
Q7NU26,1yw4-A,CHROMOBACTERIUM VIOLACEUM,243365.0,,,
P96830,1ywf-A,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
Q02192,1ywm-A,STREPTOCOCCUS AGALACTIAE,205921.0,,,
Q9I1L3,1yx1-B,PSEUDOMONAS AERUGINOSA PAO1,208964.0,,,
None,1yym-S,,,,,
P08546,1yyp-B,HUMAN HERPESVIRUS 5,10359.0,,,
P13693,1yz1-D,HOMO SAPIENS,9606.0,soluble,23236.6,skeletal muscle
Q4D3U8,1yzv-A,TRYPANOSOMA CRUZI,5693.0,,,
P44093,1yzy-A,HAEMOPHILUS INFLUENZAE,727.0,,,
P80386,1z0n-C,RATTUS NORVEGICUS,10116.0,,,
Q99YR7,1z0p-A,STREPTOCOCCUS PYOGENES,160490.0,,,
O30297,1z0s-A,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
O29883,1z0w-A,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
Q837P6,1z0x-B,ENTEROCOCCUS FAECALIS,226185.0,,,
Q9HYR3,1z1s-A,PSEUDOMONAS AERUGINOSA PAO1,208964.0,,,
P68590,1z21-A,YERSINIA PESTIS,632.0,,,
Q9XYQ1,1z2n-X,ENTAMOEBA HISTOLYTICA,294381.0,,,
P35129,1z2u-A,CAENORHABDITIS ELEGANS,6239.0,,,
O31602,1z3e-A,BACILLUS SUBTILIS,1423.0,,,
Q8DIJ1,1z3x-A,THERMOSYNECHOCOCCUS ELONGATUS,146786.0,,,
P04397,1z45-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
O93655,1z5h-B,THERMOPLASMA ACIDOPHILUM,2303.0,,,
Q83IZ7,1z67-A,SHIGELLA FLEXNERI 2A,198215.0,,,
Q837R1,1z6m-A,ENTEROCOCCUS FAECALIS,226185.0,,,
Q9I4A4,1z6n-A,PSEUDOMONAS AERUGINOSA,208964.0,,,
Q52SA8,1z6o-B,TRICHOPLUSIA NI,7111.0,,,
None,1z70-X,,,,,
Q97RS7,1z72-B,STREPTOCOCCUS PNEUMONIAE,170187.0,,,
Q9FK51,1z84-A,ARABIDOPSIS THALIANA,3702.0,,,
Q9X1A0,1z85-B,THERMOTOGA MARITIMA,243274.0,,,
Q9NZD4,1z8u-C,HOMO SAPIENS,9606.0,,1669.9,bone marrow
Q7NY36,1z94-D,CHROMOBACTERIUM VIOLACEUM,243365.0,,,
Q9Z270,1z9l-A,RATTUS NORVEGICUS,10116.0,,,
O53442,1za0-A,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
O30245,1zar-A,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
Q3Y185,1zat-A,ENTEROCOCCUS FAECIUM,1352.0,,,
P29394,1zav-A,THERMOTOGA MARITIMA,2336.0,,,
P48582,1zb1-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q7MVG4,1zbs-A,PORPHYROMONAS GINGIVALIS,242619.0,,,
P21691,1zbx-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
O54924,1zc3-B,HOMO SAPIENS,9606.0,,,
Q8U887,1zcc-B,AGROBACTERIUM TUMEFACIENS STR.,176299.0,,,
Q8UC50,1zce-A,AGROBACTERIUM TUMEFACIENS STR. C58,176299.0,,,
None,1zd0-A,,,,,
P08191,1ze3-H,ESCHERICHIA COLI,562.0,,,
Q8E972,1zee-A,SHEWANELLA ONEIDENSIS,211586.0,,,
Q7D6H9,1zel-A,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
None,1zgh-A,,,,,
Q14145,1zgk-A,HOMO SAPIENS,9606.0,soluble,178.2,skeletal muscle
Q9WYE8,1zh8-B,THERMOTOGA MARITIMA,243274.0,,,
None,1zhs-E,,,,,
P35844,1zhx-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q8NVU1,1zjc-A,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS,196620.0,,,
Q9RH91,1zk5-A,ESCHERICHIA COLI,562.0,,,
Q815X4,1zk8-B,BACILLUS CEREUS ATCC 14579,226900.0,,,
P64665,1zke-C,HELICOBACTER PYLORI,85962.0,,,
Q81U06,1zkp-A,BACILLUS ANTHRACIS STR.,198094.0,,,
Q9HTZ1,1zl0-A,PSEUDOMONAS AERUGINOSA,287.0,,,
P78737,1zld-A,PYRENOPHORA TRITICI-REPENTIS,45151.0,,,
Q8DP51,1zma-A,STREPTOCOCCUS PNEUMONIAE,1313.0,,,
Q7WLM8,1zn6-A,BORDETELLA BRONCHISEPTICA,257310.0,,,
Q92793,1zoq-D,HOMO SAPIENS,9606.0,soluble,52.9,bone marrow
P67382,1zpv-A,STREPTOCOCCUS PNEUMONIAE,170187.0,,,
Q6PW77,1zr6-A,ACREMONIUM STRICTUM,5046.0,,,
Q9UHY7,1zs9-A,HOMO SAPIENS,9606.0,soluble,102.7,cerebral cortex
Q8IDI8,1zso-A,PLASMODIUM FALCIPARUM,5833.0,,,
Q13614,1zsq-A,HOMO SAPIENS,9606.0,soluble,31.0,testis
P08833,1zt3-A,HOMO SAPIENS,9606.0,,1198.4,liver
Q9WZZ6,1ztc-C,THERMOTOGA MARITIMA,2336.0,,,
Q8U363,1ztd-B,PYROCOCCUS FURIOSUS,2261.0,,,
Q8WVN8,1zuo-A,HOMO SAPIENS,9606.0,,40.2,bone marrow
Q9X261,1zup-B,THERMOTOGA MARITIMA,2336.0,,,
P23023,1zv1-B,DROSOPHILA MELANOGASTER,7227.0,,,
P59594,1zva-A,SARS CORONAVIRUS,227859.0,,,
None,1zvp-C,,,,,
P20082,1zvt-A,ESCHERICHIA COLI,562.0,,,
Q62420,1zww-A,MUS MUSCULUS,10090.0,,,
None,1zx3-A,,,,,
Q9X187,1zx8-A,THERMOTOGA MARITIMA,2336.0,,,
P78563,1zy7-B,HOMO SAPIENS,9606.0,,60.4,urinary bladder
None,1zyb-A,,,,,
P19480,1zyn-A,SALMONELLA TYPHIMURIUM,602.0,,,
Q9EB08,1zyo-A,SESBANIA MOSAIC VIRUS,12558.0,,,
P61978,1zzk-A,HOMO SAPIENS,9606.0,soluble,637.3,bone marrow
P22763,2a0b-A,ESCHERICHIA COLI,562.0,,,
O95050,2a14-A,HOMO SAPIENS,9606.0,,205.8,lung
P71817,2a15-A,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
P20459,2a19-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P07992,2a1i-A,HOMO SAPIENS,9606.0,,109.1,heart muscle
Q9RRT5,2a1v-A,DEINOCOCCUS RADIODURANS,1299.0,,,
O14832,2a1x-A,HOMO SAPIENS,9606.0,,667.8,liver
Q9HB71,2a26-A,HOMO SAPIENS,9606.0,soluble,191.9,cerebral cortex
Q9VDE6,2a2f-X,DROSOPHILA MELANOGASTER,7227.0,,,
Q8A309,2a2m-A,BACTEROIDES THETAIOTAOMICRON,226186.0,,,
Q9HX10,2a35-B,PSEUDOMONAS AERUGINOSA,208964.0,,,
Q8ZJX7,2a3n-A,SALMONELLA TYPHIMURIUM,99287.0,,,
None,2a4x-B,,,,,
P01555,2a5d-B,HOMO SAPIENS,9606.0,,,
None,2a5h-D,,,,,
Q8ED25,2a5z-A,SHEWANELLA ONEIDENSIS,211586.0,,,
O67854,2a65-A,AQUIFEX AEOLICUS,224324.0,,,
Q82ZG7,2a67-C,ENTEROCOCCUS FAECALIS,226185.0,,,
None,2a6a-A,,,,,
Q8RQE8,2a6h-D,THERMUS THERMOPHILUS,274.0,,,
Q8RQE7,2a6h-E,THERMUS THERMOPHILUS,274.0,,,
P69346,2a6q-D,ESCHERICHIA COLI,562.0,,,
None,2a6z-A,,,,,
Q9XB60,2a7k-D,PECTOBACTERIUM CAROTOVORUM,554.0,,,
Q97W94,2a8y-D,SULFOLOBUS SOLFATARICUS,2287.0,,,
Q23985,2a90-A,DROSOPHILA MELANOGASTER,7227.0,,,
Q8R4K2,2a9i-A,MUS MUSCULUS,10090.0,,,
P40818,2a9u-A,HOMO SAPIENS,9606.0,soluble,45.1,parathyroid gland
Q9X1D0,2aam-A,THERMOTOGA MARITIMA,2336.0,,,
Q36758,2ab5-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9TVW2,2abs-A,TOXOPLASMA GONDII,5811.0,,,
None,2abw-B,,,,,
None,2acf-C,,,,,
None,2adv-C,,,,,
Q839D1,2ae6-C,ENTEROCOCCUS FAECALIS,226185.0,,,
Q8UKK6,2aeg-C,AGROBACTERIUM TUMEFACIENS STR.,176299.0,,,
Q57622,2aeu-A,METHANOCALDOCOCCUS JANNASCHII,2190.0,,,
P17900,2ag4-B,HOMO SAPIENS,9606.0,,81.8,skin
P40545,2agk-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q8X5X6,2ahu-B,ESCHERICHIA COLI,83334.0,,,
P15569,2aib-A,PHYTOPHTHORA CINNAMOMI,4785.0,,,
Q8NXQ8,2aj6-A,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS,196620.0,,,
Q9WZT5,2ajr-A,THERMOTOGA MARITIMA,2336.0,,,
P09104,2akz-A,HOMO SAPIENS,9606.0,soluble,1695.6,retina
Q00944,2al6-A,GALLUS GALLUS,9031.0,,,
None,2amh-A,,,,,
Q4EK90,2aml-B,LISTERIA MONOCYTOGENES,265669.0,,,
P0A9M0,2ane-D,ESCHERICHIA COLI,562.0,,,
P51513,2anr-A,HOMO SAPIENS,9606.0,,85.4,cerebellum
Q9WZ29,2anu-D,THERMOTOGA MARITIMA,243274.0,,,
Q81ES4,2ao9-I,BACILLUS CEREUS,226900.0,,,
P50135,2aot-B,HOMO SAPIENS,9606.0,,245.9,liver
Q8NX77,2ap3-A,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS,196620.0,,,
O49483,2apj-D,ARABIDOPSIS THALIANA,3702.0,,,
Q7MW33,2apl-A,PORPHYROMONAS GINGIVALIS,242619.0,,,
P12689,2aq4-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
O06553,2aq6-A,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
P0A9E0,2arc-A,ESCHERICHIA COLI,562.0,,,
P0A5M2,2asb-A,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
None,2ask-B,,,,,
Q13309,2ast-B,HOMO SAPIENS,9606.0,aggregator,37.9,placenta
O24984,2atz-A,HELICOBACTER PYLORI,85962.0,,,
Q82ZV0,2au5-A,ENTEROCOCCUS FAECALIS,226185.0,,,
Q81DM5,2aua-A,BACILLUS CEREUS,1396.0,,,
Q04114,2awi-B,ENTEROCOCCUS FAECALIS,1351.0,,,
Q47112,2axc-A,ESCHERICHIA COLI STR. K12 SUBSTR.,316407.0,,,
Q8UC14,2axo-A,AGROBACTERIUM TUMEFACIENS STR.,176299.0,,,
P38999,2axq-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q7BG36,2axw-A,ESCHERICHIA COLI,562.0,,,
Q9SI37,2ayd-A,ARABIDOPSIS THALIANA,3702.0,,,
Q82ZZ3,2az4-A,ENTEROCOCCUS FAECALIS,226185.0,,,
None,2azj-B,,,,,
None,2azw-A,,,,,
None,2b06-A,,,,,
Q58193,2b0a-A,METHANOCALDOCOCCUS JANNASCHII,2190.0,,,
P0A8Y3,2b0c-A,ESCHERICHIA COLI,83333.0,,,
P50216,2b0t-A,CORYNEBACTERIUM GLUTAMICUM,1718.0,,,
P19658,2b1e-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q8UE48,2b1y-A,AGROBACTERIUM TUMEFACIENS STR.,176299.0,,,
O77448,2b2a-B,TETRAHYMENA THERMOPHILA,5911.0,,,
Q9K8I2,2b4a-A,BACILLUS HALODURANS,272558.0,,,
Q91HI9,2b4h-B,RHESUS ROTAVIRUS,10969.0,,,
O75475,2b4j-D,HUMAN IMMUNODEFICIENCY VIRUS 1,11676.0,soluble,154.4,retina
Q4QH86,2b4w-A,LEISHMANIA MAJOR,5664.0,,,
P21673,2b5g-A,HOMO SAPIENS,9606.0,,1484.9,bone marrow
P01589,2b5i-D,HOMO SAPIENS,9606.0,,18.9,adipose tissue
Q8NBZ7,2b69-A,HOMO SAPIENS,9606.0,,60.0,kidney
Q8DUW5,2b78-A,STREPTOCOCCUS MUTANS,1309.0,,,
Q81B18,2b81-C,BACILLUS CEREUS,1396.0,,,
P32697,2b82-A,ESCHERICHIA COLI,562.0,,,
None,2b8i-A,,,,,
Q58174,2b8m-A,METHANOCALDOCOCCUS JANNASCHII,2190.0,,,
P79073,2b97-A,HYPOCREA JECORINA,51453.0,,,
Q58584,2b99-D,METHANOCALDOCOCCUS JANNASCHII,2190.0,,,
P04692,2b9c-A,RATTUS NORVEGICUS,10116.0,,,
P06465,2b9d-B,HUMAN PAPILLOMAVIRUS TYPE 1A,10583.0,,,
None,2b9s-B,,,,,
None,2b9w-A,,,,,
P75103,2ba2-C,MYCOPLASMA PNEUMONIAE,2104.0,,,
P32523,2bay-F,SACCHAROMYCES CEREVISIAE,4932.0,,,
O29536,2bb3-B,ARCHAEOGLOBUS FULGIDUS,224325.0,,,
Q98325,2bbr-A,MOLLUSCUM CONTAGIOSUM VIRUS SUBTYPE 1,10280.0,,,
P13719,2bcm-B,ESCHERICHIA COLI,562.0,,,
P11716,2bcx-B,GALLUS GALLUS,9031.0,,,
P59285,2bdr-B,PSEUDOMONAS PUTIDA,160488.0,,,
Q9K6P2,2bdt-A,BACILLUS HALODURANS,272558.0,,,
Q59310,2bf6-A,CLOSTRIDIUM PERFRINGENS,1502.0,,,
P12694,2bfd-A,HOMO SAPIENS,9606.0,,122.0,tongue
P21953,2bfd-B,HOMO SAPIENS,9606.0,,78.4,liver
Q9V2J8,2bfw-A,PYROCOCCUS ABYSSI,29292.0,,,
P37093,2bh1-Y,VIBRIO CHOLERAE,666.0,,,
P03306,2bhg-A,FOOT-AND-MOUTH DISEASE VIRUS,12110.0,,,
Q9RX51,2bhu-A,DEINOCOCCUS RADIODURANS,243230.0,,,
Q8DQ62,2bib-A,STREPTOCOCCUS PNEUMONIAE,1313.0,,,
P49050,2bii-A,PICHIA ANGUSTA,4905.0,,,
Q86SZ2,2bjn-A,HOMO SAPIENS,9606.0,soluble,24.6,retina
Q7YXK2,2bjq-A,ASCARIS SUUM,6253.0,,,
P46925,2bju-A,PLASMODIUM FALCIPARUM,5833.0,,,
Q8WZ42,2bk8-A,HOMO SAPIENS,9606.0,,920.6,skeletal muscle
Q5L1S0,2bkm-B,GEOBACILLUS STEAROTHERMOPHILUS,1422.0,,,
Q96LD8,2bkr-A,HOMO SAPIENS,9606.0,,15.6,testis
P43457,2bl2-B,ENTEROCOCCUS HIRAE,1354.0,,,
Q47785,2bl8-C,ENTEROCOCCUS FAECIUM,1352.0,,,
Q9U0E8,2bl9-A,PLASMODIUM VIVAX,5855.0,,,
P77398,2bln-B,ESCHERICHIA COLI,562.0,,,
O50390,2bm5-A,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
O85726,2bm8-K,STREPTOMYCES CLAVULIGERUS,1901.0,,,
Q8RTL4,2bmo-A,COMAMONAS SP.,58226.0,,,
Q8RTL3,2bmo-B,COMAMONAS SP.,58226.0,,,
P42409,2bnl-E,BACILLUS SUBTILIS,1423.0,,,
Q56185,2bnm-B,STREPTOMYCES WEDMORENSIS,43759.0,,,
Q9RFR0,2bo4-E,RHODOTHERMUS MARINUS,29549.0,,,
Q9BS40,2bo9-B,HOMO SAPIENS,9606.0,,97.7,urinary bladder
Q7YZT0,2bol-B,TAENIA SAGINATA,6206.0,,,
P76407,2bon-A,ESCHERICHIA COLI,469008.0,,,
Q9UHX3,2bou-A,HOMO SAPIENS,9606.0,,19.4,appendix
Q06142,2bpt-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q8VDP3,2bry-A,MUS MUSCULUS,10090.0,,,
P17413,2bs2-C,WOLINELLA SUCCINOGENES,844.0,,,
O85243,2bsj-A,YERSINIA ENTEROCOLITICA,630.0,,,
P03195,2bsy-A,HUMAN HERPESVIRUS 4,10376.0,,,
Q8XXK6,2bt9-C,RALSTONIA SOLANACEARUM,305.0,,,
None,2bti-B,,,,,
None,2btj-D,,,,,
Q8YY76,2bu3-A,ANABAENA SP.,1167.0,,,
Q6SJ71,2bue-A,ESCHERICHIA COLI,562.0,,,
Q8GAG1,2bvf-B,ARTHROBACTER NICOTINOVORANS,29320.0,,,
Q25442,2bw3-A,MUSCA DOMESTICA,7370.0,,,
None,2bwr-A,,,,,
P0A7I7,2bz1-A,ESCHERICHIA COLI,562.0,,,
Q61337,2bzw-B,MUS MUSCULUS,10090.0,,,
Q8N4Q0,2c0c-A,HOMO SAPIENS,9606.0,soluble,44.9,skeletal muscle
O44342,2c0g-B,DROSOPHILA MELANOGASTER,7227.0,,,
Q6Q0L5,2c0n-A,SULFOLOBUS TURRETED ICOSAHEDRAL VIRUS,269145.0,,,
Q9L9E5,2c0z-A,STREPTOMYCES NIVEUS NCIMB 11891,1352941.0,,,
Q9F4C9,2c1l-B,BACILLUS FIRMUS,1399.0,,,
None,2c1v-A,,,,,
Q8JFY9,2c1w-B,XENOPUS LAEVIS,8355.0,,,
P96807,2c2i-B,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
Q9RS64,2c2u-A,DEINOCOCCUS RADIODURANS,243230.0,,,
P57083,2c36-A,HUMAN HERPESVIRUS 1,10298.0,,,
P30711,2c3n-B,HOMO SAPIENS,9606.0,,,
Q9KFR4,2c3v-A,BACILLUS HALODURANS,272558.0,,,
Q93VR3,2c5a-A,ARABIDOPSIS THALIANA,3702.0,,,
P36116,2c5k-P,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9HBX6,2c5l-D,HOMO SAPIENS,9606.0,,,
Q99759,2c60-A,HOMO SAPIENS,9606.0,,40.9,heart muscle
Q60187,2c61-B,METHANOSARCINA MAZEI GO1,192952.0,,,
Q9P126,2c6u-A,HOMO SAPIENS,9606.0,,65.3,liver
Q53FG0,2c7n-I,HOMO SAPIENS,9606.0,,,
O14508,2c9w-A,HOMO SAPIENS,9606.0,,92.6,cervix
P0A223,2ca5-A,SHIGELLA FLEXNERI,623.0,,,
Q9BY32,2car-B,HOMO SAPIENS,9606.0,soluble,43.9,esophagus
Q06696,2cay-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
P29082,2cb2-E,ACIDIANUS AMBIVALENS,2283.0,,,
P07108,2cb8-A,HOMO SAPIENS,9606.0,,971.1,liver
O76764,2ccm-B,LOLIGO PEALEII,6621.0,,,
Q9BVR8,2ccq-A,HOMO SAPIENS,9606.0,,,
Q2F1K8,2ccv-A,HELIX POMATIA,6536.0,,,
O93715,2cdc-B,SULFOLOBUS SOLFATARICUS,2287.0,,,
O41156,2cfa-A,PARAMECIUM BURSARIA CHLORELLA VIRUS 1,10506.0,,,
P56709,2cfm-A,PYROCOCCUS FURIOSUS,2261.0,,,
P02751,2cg7-A,HOMO SAPIENS,9606.0,soluble,2928.1,placenta
Q6IA84,2ch5-C,HOMO SAPIENS,9606.0,,,
Q9X0M7,2ch7-A,THERMOTOGA MARITIMA,2336.0,,,
O06337,2chc-A,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
O28219,2chg-C,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
P37960,2chp-D,BACILLUS SUBTILIS SUBSP. SUBTILIS STR. 168,224308.0,,,
P56965,2ci1-A,BOS TAURUS,9913.0,,,
P0A512,2cib-A,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
Q03161,2cir-A,SACCHAROMYCES CEREVISIAE,559292.0,,,
P53220,2ciu-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q46AN5,2cja-B,METHANOSARCINA BARKERI,269797.0,,,
Q58FS3,2cjj-A,ANTIRRHINUM MAJUS,4151.0,,,
Q62768,2cjt-D,RATTUS NORVEGICUS,10116.0,,,
O60870,2ckk-A,HOMO SAPIENS,9606.0,aggregator,4.4,cerebellum
P95855,2clb-C,SULFOLOBUS SOLFATARICUS,273057.0,,,
O25503,2cmg-B,HELICOBACTER PYLORI,85962.0,,,
P27616,2cnq-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q8ZRK4,2co3-A,SALMONELLA TYPHIMURIUM,99287.0,,,
Q8RS40,2cov-D,ALCALIGENES SP.,118970.0,,,
None,2cs7-B,,,,,
Q72KL7,2cu3-A,THERMUS THERMOPHILUS,300852.0,,,
None,2cul-A,,,,,
Q5SKQ0,2cvb-A,THERMUS THERMOPHILUS,300852.0,,,
Q5SJF5,2cve-A,THERMUS THERMOPHILUS,300852.0,,,
O73983,2cvi-B,PYROCOCCUS HORIKOSHII,70601.0,,,
P35914,2cw6-C,HOMO SAPIENS,9606.0,soluble,322.5,liver
O43615,2cw9-A,HOMO SAPIENS,9606.0,soluble,62.1,skeletal muscle
Q5SMF5,2cwq-B,THERMUS THERMOPHILUS,300852.0,,,
Q75WP3,2cws-A,SPHINGOMONAS SP. A1,90322.0,,,
Q5SM75,2cwy-A,THERMUS THERMOPHILUS,300852.0,,,
P0A8P1,2cxa-A,ESCHERICHIA COLI,562.0,,,
Q9YAU4,2cxc-A,AEROPYRUM PERNIX,272557.0,,,
Q9YC08,2cxh-A,AEROPYRUM PERNIX,272557.0,,,
O73984,2cxi-A,PYROCOCCUS HORIKOSHII,70601.0,,,
Q5VUE1,2cxk-D,HOMO SAPIENS,9606.0,,,
P06745,2cxn-B,MUS MUSCULUS,10090.0,,,
Q8NFD5,2cxy-A,HOMO SAPIENS,9606.0,soluble,33.6,skeletal muscle
None,2cy5-A,,,,,
Q5SH84,2cye-C,THERMUS THERMOPHILUS,300852.0,,,
None,2cz4-C,,,,,
None,2czl-A,,,,,
Q748S4,2czs-B,GEOBACTER SULFURREDUCENS,243231.0,,,
O59150,2czv-C,PYROCOCCUS HORIKOSHII,53953.0,,,
P74903,2d00-C,THERMUS THERMOPHILUS,274.0,,,
Q6L6Q4,2d0b-A,GEOBACILLUS STEAROTHERMOPHILUS,1422.0,,,
None,2d0o-C,,,,,
Q2A5P7,2d1g-B,FRANCISELLA TULARENSIS SUBSP. NOVICIDA,264.0,,,
Q8R1S4,2d1l-B,MUS MUSCULUS,10090.0,,,
P13129,2d1s-A,LUCIOLA CRUCIATA,7051.0,,,
P31742,2d28-C,XANTHOMONAS CAMPESTRIS,339.0,,,
None,2d42-B,,,,,
P05112,2d48-A,HOMO SAPIENS,9606.0,,0.5,cerebellum
O31629,2d4g-B,BACILLUS SUBTILIS,1423.0,,,
Q72J89,2d4p-A,THERMUS THERMOPHILUS,300852.0,,,
O58836,2d59-A,PYROCOCCUS HORIKOSHII,70601.0,,,
P23395,2d5b-A,THERMUS THERMOPHILUS,274.0,,,
None,2d5m-A,,,,,
Q5SHU6,2d5w-A,THERMUS THERMOPHILUS,300852.0,,,
O95684,2d68-B,HOMO SAPIENS,9606.0,soluble,58.4,testis
Q9ADP7,2d6y-A,STREPTOMYCES COELICOLOR,100226.0,,,
O75154,2d7c-D,HOMO SAPIENS,9606.0,,151.1,kidney
P17888,2d7e-D,ESCHERICHIA COLI,562.0,,,
None,2d7v-B,,,,,
None,2d81-A,,,,,
Q72LN8,2d8d-B,THERMUS THERMOPHILUS,300852.0,,,
None,2d9r-A,,,,,
O58277,2db0-A,PYROCOCCUS HORIKOSHII,70601.0,,,
Q9Y5J3,2db7-A,HOMO SAPIENS,9606.0,,23.9,heart muscle
P75791,2dbn-A,ESCHERICHIA COLI,562.0,,,
Q5SGN2,2dbs-A,THERMUS THERMOPHILUS,300852.0,,,
Q5SJ29,2dby-A,THERMUS THERMOPHILUS,300852.0,,,
O28440,2dc1-B,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
O58740,2dc4-B,PYROCOCCUS HORIKOSHII,53953.0,,,
Q8J309,2dch-X,THERMOPROTEUS,2270.0,,,
O59172,2dcl-A,PYROCOCCUS HORIKOSHII,53953.0,,,
P78536,2ddf-B,HOMO SAPIENS,9606.0,soluble,20.1,placenta
P40191,2ddm-B,ESCHERICHIA COLI,562.0,,,
P11889,2ddr-B,BACILLUS CEREUS,1396.0,,,
Q64FW1,2ddu-A,MUS MUSCULUS,10090.0,,,
None,2ddx-A,,,,,
None,2ddz-E,,,,,
P54997,2de3-A,RHODOCOCCUS SP.,54064.0,,,
None,2de6-C,,,,,
O58107,2dej-A,PYROCOCCUS HORIKOSHII,53953.0,,,
Q9S0S3,2dg1-F,STAPHYLOCOCCUS AUREUS,1280.0,,,
None,2dg7-A,,,,,
None,2dg8-A,,,,,
P69910,2dgk-D,ESCHERICHIA COLI,562.0,,,
P08195,2dh2-A,HOMO SAPIENS,9606.0,soluble,189.7,parathyroid gland
Q13907,2dho-A,HOMO SAPIENS,9606.0,soluble,160.2,liver
P53634,2djf-A,HOMO SAPIENS,9606.0,soluble,272.6,lung
